instant,year,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster
13571,15570,3,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,73,212,285,0
13572,15571,3,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,86,369,455,0
13573,15572,3,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,94,775,869,0
13574,15573,3,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,110,767,877,0
13575,15574,3,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,109,523,632,0
13576,15575,3,7,20,0,2,1,1,0.74,0.697,0.66,0.1642,85,438,523,0
13577,15576,3,7,21,0,2,1,1,0.74,0.697,0.66,0.2239,53,325,378,0
13578,15577,3,7,22,0,2,1,1,0.74,0.697,0.66,0.2537,43,226,269,0
13579,15578,3,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,38,154,192,0
13580,15579,3,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,9,57,66,0
13581,15580,3,7,1,0,3,1,1,0.7,0.6515,0.58,0.194,2,26,28,0
13582,15581,3,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,1,11,12,0
13583,15582,3,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,1,11,12,0
13584,15583,3,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,0,4,4,0
13585,15584,3,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,5,54,59,0
13586,15585,3,7,6,0,3,1,1,0.64,0.6061,0.65,0.194,11,179,190,0
13587,15586,3,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,34,473,507,0
13588,15587,3,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,43,745,788,0
13589,15588,3,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,65,277,342,0
13590,15589,3,7,10,0,3,1,1,0.74,0.6515,0.37,0.0,68,163,231,0
13591,15590,3,7,11,0,3,1,1,0.76,0.6667,0.33,0.0,79,202,281,0
13592,15591,3,7,12,0,3,1,1,0.76,0.6667,0.33,0.0,77,233,310,0
13593,15592,3,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,81,231,312,0
13594,15593,3,7,14,0,3,1,1,0.8,0.697,0.29,0.1343,88,159,247,0
13595,15594,3,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,94,223,317,0
13596,15595,3,7,16,0,3,1,1,0.8,0.697,0.29,0.1642,91,393,484,0
13597,15596,3,7,17,0,3,1,1,0.8,0.697,0.31,0.0,130,783,913,0
13598,15597,3,7,18,0,3,1,1,0.8,0.697,0.27,0.1343,104,787,891,0
13599,15598,3,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,116,582,698,0
13600,15599,3,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,106,461,567,0
13601,15600,3,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,71,326,397,0
13602,15601,3,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,55,223,278,0
13603,15602,3,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,52,187,239,0
13604,15603,3,7,0,0,4,1,1,0.66,0.6212,0.65,0.194,27,65,92,0
13605,15604,3,7,1,0,4,1,1,0.66,0.6212,0.65,0.2239,6,23,29,0
13606,15605,3,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,5,16,21,0
13607,15606,3,7,3,0,4,1,1,0.66,0.6212,0.69,0.2239,0,8,8,0
13608,15607,3,7,4,0,4,1,1,0.66,0.6212,0.74,0.194,0,4,4,1
13609,15608,3,7,5,0,4,1,1,0.66,0.6212,0.74,0.194,2,40,42,1
13610,15609,3,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,16,165,181,1
13611,15610,3,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,17,478,495,1
13612,15611,3,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,49,680,729,1
13613,15612,3,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343,55,289,344,0
13614,15613,3,7,10,0,4,1,1,0.74,0.697,0.7,0.2239,79,143,222,0
13615,15614,3,7,11,0,4,1,1,0.8,0.803,0.66,0.2239,69,143,212,0
13616,15615,3,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,73,206,279,0
13617,15616,3,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,53,189,242,0
13618,15617,3,7,14,0,4,1,1,0.9,0.8788,0.47,0.2537,62,151,213,0
13619,15618,3,7,15,0,4,1,1,0.92,0.8939,0.42,0.2985,65,173,238,0
13620,15619,3,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,62,312,374,0
13621,15620,3,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,110,628,738,0
13622,15621,3,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,73,615,688,0
13623,15622,3,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,80,534,614,0
13624,15623,3,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,47,399,446,0
13625,15624,3,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,35,236,271,0
13626,15625,3,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,33,201,234,0
13627,15626,3,7,23,0,4,1,1,0.72,0.6818,0.7,0.1343,18,127,145,0
13628,15627,3,7,0,0,5,1,1,0.72,0.6818,0.7,0.0,14,83,97,0
13629,15628,3,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,12,42,54,0
13630,15629,3,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,8,18,26,1
13631,15630,3,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,3,9,12,1
13632,15631,3,7,4,0,5,1,1,0.7,0.6667,0.79,0.0,3,5,8,1
13633,15632,3,7,5,0,5,1,1,0.7,0.6667,0.84,0.0,3,34,37,1
13634,15633,3,7,6,0,5,1,1,0.7,0.6667,0.79,0.0,10,129,139,1
13635,15634,3,7,7,0,5,1,1,0.72,0.6818,0.7,0.194,13,397,410,0
13636,15635,3,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,34,642,676,0
13637,15636,3,7,9,0,5,1,1,0.82,0.7727,0.49,0.2836,34,329,363,0
13638,15637,3,7,10,0,5,1,1,0.84,0.7727,0.47,0.0,85,146,231,0
13639,15638,3,7,11,0,5,1,1,0.84,0.7727,0.47,0.3284,67,184,251,0
13640,15639,3,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,92,207,299,0
13641,15640,3,7,13,0,5,1,1,0.84,0.7727,0.47,0.2836,83,231,314,0
13642,15641,3,7,14,0,5,1,1,0.86,0.803,0.47,0.2985,105,221,326,0
13643,15642,3,7,15,0,5,1,1,0.86,0.7879,0.41,0.2239,81,242,323,0
13644,15643,3,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,80,419,499,0
13645,15644,3,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,101,598,699,0
13646,15645,3,7,18,0,5,1,1,0.82,0.7576,0.46,0.1642,100,522,622,0
13647,15646,3,7,19,0,5,1,1,0.82,0.7727,0.52,0.194,93,423,516,0
13648,15647,3,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,85,269,354,0
13649,15648,3,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,71,189,260,0
13650,15649,3,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,199,0
13651,15650,3,7,23,0,5,1,1,0.76,0.7273,0.66,0.0,34,155,189,0
13652,15651,3,7,0,0,6,0,1,0.74,0.6818,0.62,0.1343,21,170,191,0
13653,15652,3,7,1,0,6,0,1,0.72,0.6818,0.7,0.0896,11,69,80,0
13654,15653,3,7,2,0,6,0,1,0.72,0.6818,0.7,0.0,14,76,90,0
13655,15654,3,7,3,0,6,0,1,0.72,0.6818,0.7,0.0,10,33,43,0
13656,15655,3,7,4,0,6,0,1,0.7,0.6667,0.79,0.194,1,10,11,1
13657,15656,3,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,4,10,14,1
13658,15657,3,7,6,0,6,0,1,0.7,0.6515,0.7,0.1045,10,40,50,0
13659,15658,3,7,7,0,6,0,1,0.72,0.6818,0.7,0.1343,18,58,76,0
13660,15659,3,7,8,0,6,0,1,0.74,0.697,0.66,0.1642,36,127,163,0
13661,15660,3,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,110,227,337,0
13662,15661,3,7,10,0,6,0,1,0.82,0.7727,0.52,0.2239,129,266,395,0
13663,15662,3,7,11,0,6,0,1,0.84,0.7424,0.39,0.2239,162,295,457,0
13664,15663,3,7,12,0,6,0,1,0.84,0.7576,0.41,0.2239,157,330,487,0
13665,15664,3,7,13,0,6,0,1,0.86,0.7879,0.41,0.2836,173,325,498,0
13666,15665,3,7,14,0,6,0,1,0.86,0.7727,0.39,0.2537,186,308,494,0
13667,15666,3,7,15,0,6,0,1,0.88,0.7727,0.32,0.2836,206,291,497,0
13668,15667,3,7,16,0,6,0,1,0.86,0.7727,0.39,0.2239,208,279,487,0
13669,15668,3,7,17,0,6,0,1,0.82,0.7576,0.46,0.194,199,280,479,0
13670,15669,3,7,18,0,6,0,1,0.82,0.7424,0.43,0.2836,151,330,481,0
13671,15670,3,7,19,0,6,0,1,0.68,0.6364,0.83,0.0,115,223,338,1
13672,15671,3,7,20,0,6,0,1,0.66,0.6061,0.83,0.2239,79,154,233,1
13673,15672,3,7,21,0,6,0,1,0.66,0.6061,0.78,0.0896,94,206,300,1
13674,15673,3,7,22,0,6,0,1,0.66,0.6061,0.78,0.0896,88,188,276,1
13675,15674,3,7,23,0,6,0,1,0.66,0.6061,0.83,0.0896,52,156,208,1
13676,15675,3,7,0,0,0,0,1,0.66,0.5909,0.89,0.1343,59,129,188,1
13677,15676,3,7,1,0,0,0,1,0.66,0.6061,0.83,0.1045,49,109,158,1
13678,15677,3,7,2,0,0,0,1,0.66,0.6212,0.74,0.1343,33,79,112,1
13679,15678,3,7,3,0,0,0,1,0.66,0.6212,0.69,0.2239,18,37,55,0
13680,15679,3,7,4,0,0,0,1,0.64,0.6061,0.69,0.194,2,11,13,1
13681,15680,3,7,5,0,0,0,1,0.62,0.5909,0.78,0.194,3,14,17,1
13682,15681,3,7,6,0,0,0,1,0.64,0.6061,0.73,0.1642,6,12,18,1
13683,15682,3,7,7,0,0,0,1,0.66,0.6212,0.69,0.2537,4,36,40,0
13684,15683,3,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239,37,90,127,0
13685,15684,3,7,9,0,0,0,1,0.72,0.6818,0.62,0.2537,64,162,226,0
13686,15685,3,7,10,0,0,0,1,0.74,0.6818,0.62,0.0,123,258,381,0
13687,15686,3,7,11,0,0,0,1,0.76,0.697,0.55,0.2239,183,326,509,0
13688,15687,3,7,12,0,0,0,1,0.76,0.697,0.55,0.3284,154,357,511,0
13689,15688,3,7,13,0,0,0,1,0.8,0.7424,0.49,0.2239,181,302,483,0
13690,15689,3,7,14,0,0,0,1,0.8,0.7273,0.46,0.194,231,291,522,0
13691,15690,3,7,15,0,0,0,1,0.8,0.7273,0.43,0.1343,195,306,501,0
13692,15691,3,7,16,0,0,0,1,0.8,0.7273,0.43,0.1343,191,330,521,0
13693,15692,3,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,164,367,531,0
13694,15693,3,7,18,0,0,0,1,0.8,0.7121,0.41,0.2985,117,302,419,0
13695,15694,3,7,19,0,0,0,1,0.76,0.697,0.55,0.1642,143,300,443,0
13696,15695,3,7,20,0,0,0,1,0.74,0.697,0.66,0.1045,75,228,303,0
13697,15696,3,7,21,0,0,0,1,0.72,0.6818,0.7,0.1343,72,199,271,0
13698,15697,3,7,22,0,0,0,1,0.7,0.6515,0.7,0.1045,31,117,148,0
13699,15698,3,7,23,0,0,0,1,0.7,0.6515,0.7,0.0,18,82,100,0
13700,15699,3,7,0,0,1,1,1,0.7,0.6667,0.74,0.0896,12,46,58,1
13701,15700,3,7,1,0,1,1,1,0.7,0.6667,0.74,0.0,4,15,19,1
13702,15701,3,7,2,0,1,1,1,0.68,0.6364,0.74,0.0,2,6,8,1
13703,15702,3,7,3,0,1,1,1,0.66,0.6061,0.83,0.0,0,3,3,1
13704,15703,3,7,4,0,1,1,1,0.66,0.6061,0.83,0.0,0,5,5,1
13705,15704,3,7,5,0,1,1,1,0.66,0.6061,0.83,0.1045,4,43,47,1
13706,15705,3,7,6,0,1,1,1,0.66,0.6061,0.83,0.1642,6,155,161,1
13707,15706,3,7,7,0,1,1,1,0.7,0.6667,0.79,0.0896,14,455,469,1
13708,15707,3,7,8,0,1,1,2,0.72,0.697,0.74,0.1045,31,720,751,1
13709,15708,3,7,9,0,1,1,2,0.74,0.697,0.7,0.0,34,259,293,0
13710,15709,3,7,10,0,1,1,2,0.74,0.697,0.66,0.2239,54,135,189,0
13711,15710,3,7,11,0,1,1,2,0.78,0.7273,0.55,0.1343,69,146,215,0
13712,15711,3,7,12,0,1,1,2,0.76,0.7121,0.58,0.1045,77,201,278,0
13713,15712,3,7,13,0,1,1,1,0.8,0.7424,0.49,0.1642,57,169,226,0
13714,15713,3,7,14,0,1,1,1,0.8,0.7424,0.49,0.2239,87,167,254,0
13715,15714,3,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537,51,185,236,0
13716,15715,3,7,16,0,1,1,1,0.8,0.7424,0.49,0.2836,88,337,425,0
13717,15716,3,7,17,0,1,1,1,0.76,0.697,0.55,0.3284,62,765,827,0
13718,15717,3,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,77,735,812,0
13719,15718,3,7,19,0,1,1,1,0.82,0.7727,0.52,0.1642,81,584,665,0
13720,15719,3,7,20,0,1,1,1,0.72,0.6818,0.7,0.2239,78,384,462,0
13721,15720,3,7,21,0,1,1,1,0.72,0.6818,0.7,0.194,71,251,322,0
13722,15721,3,7,22,0,1,1,2,0.7,0.6667,0.74,0.2239,47,183,230,1
13723,15722,3,7,23,0,1,1,1,0.7,0.6667,0.74,0.194,34,116,150,1
13724,15723,3,7,0,0,2,1,1,0.68,0.6364,0.79,0.1343,11,27,38,1
13725,15724,3,7,1,0,2,1,1,0.66,0.6061,0.83,0.1343,3,18,21,1
13726,15725,3,7,2,0,2,1,1,0.66,0.6061,0.83,0.1343,0,8,8,1
13727,15726,3,7,3,0,2,1,1,0.66,0.6061,0.83,0.0896,1,5,6,1
13728,15727,3,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,6,6,1
13729,15728,3,7,5,0,2,1,1,0.66,0.6061,0.83,0.1642,5,40,45,1
13730,15729,3,7,6,0,2,1,1,0.64,0.5758,0.89,0.1642,2,192,194,1
13731,15730,3,7,7,0,2,1,1,0.68,0.6364,0.83,0.2239,21,492,513,1
13732,15731,3,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,30,730,760,1
13733,15732,3,7,9,0,2,1,1,0.72,0.6818,0.7,0.1045,31,302,333,0
13734,15733,3,7,10,0,2,1,1,0.72,0.6818,0.66,0.0,73,154,227,0
13735,15734,3,7,11,0,2,1,1,0.76,0.7121,0.58,0.0,54,170,224,0
13736,15735,3,7,12,0,2,1,1,0.8,0.7273,0.46,0.0,50,198,248,0
13737,15736,3,7,13,0,2,1,1,0.8,0.7576,0.55,0.2836,69,219,288,0
13738,15737,3,7,14,0,2,1,1,0.8,0.7576,0.55,0.2836,72,188,260,0
13739,15738,3,7,15,0,2,1,1,0.76,0.7121,0.62,0.1343,29,115,144,0
13740,15739,3,7,16,0,2,1,1,0.76,0.7121,0.58,0.2239,66,336,402,0
13741,15740,3,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,94,726,820,0
13742,15741,3,7,18,0,2,1,1,0.76,0.697,0.55,0.2836,99,758,857,0
13743,15742,3,7,19,0,2,1,3,0.74,0.6818,0.62,0.3582,90,524,614,0
13744,15743,3,7,20,0,2,1,3,0.7,0.6515,0.7,0.194,55,397,452,0
13745,15744,3,7,21,0,2,1,1,0.68,0.6364,0.79,0.194,60,292,352,1
13746,15745,3,7,22,0,2,1,1,0.68,0.6364,0.74,0.2537,33,224,257,1
13747,15746,3,7,23,0,2,1,2,0.66,0.6061,0.83,0.1642,20,127,147,1
13748,15747,3,8,0,0,3,1,1,0.68,0.6364,0.79,0.1642,3,44,47,1
13749,15748,3,8,1,0,3,1,1,0.66,0.6061,0.83,0.0896,5,28,33,1
13750,15749,3,8,2,0,3,1,1,0.64,0.5758,0.83,0.1045,0,13,13,1
13751,15750,3,8,3,0,3,1,1,0.64,0.5758,0.83,0.1045,0,7,7,1
13752,15751,3,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,1,3,4,1
13753,15752,3,8,5,0,3,1,2,0.64,0.5909,0.78,0.1343,3,46,49,1
13754,15753,3,8,6,0,3,1,1,0.64,0.5909,0.78,0.1343,6,179,185,1
13755,15754,3,8,7,0,3,1,2,0.64,0.5758,0.83,0.1343,19,468,487,1
13756,15755,3,8,8,0,3,1,2,0.66,0.6061,0.78,0.194,32,649,681,1
13757,15756,3,8,9,0,3,1,2,0.68,0.6364,0.74,0.0896,34,316,350,1
13758,15757,3,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,61,175,236,0
13759,15758,3,8,11,0,3,1,1,0.76,0.7121,0.58,0.0896,54,180,234,0
13760,15759,3,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,75,209,284,0
13761,15760,3,8,13,0,3,1,1,0.8,0.7424,0.52,0.1642,59,221,280,0
13762,15761,3,8,14,0,3,1,1,0.82,0.7576,0.46,0.1642,88,175,263,0
13763,15762,3,8,15,0,3,1,1,0.82,0.7576,0.46,0.1642,89,206,295,0
13764,15763,3,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,93,386,479,0
13765,15764,3,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,103,734,837,0
13766,15765,3,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,105,786,891,0
13767,15766,3,8,19,0,3,1,1,0.74,0.697,0.66,0.2537,88,564,652,0
13768,15767,3,8,20,0,3,1,1,0.74,0.697,0.66,0.1642,65,448,513,0
13769,15768,3,8,21,0,3,1,1,0.72,0.6818,0.7,0.1343,36,284,320,0
13770,15769,3,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,37,251,288,0
13771,15770,3,8,23,0,3,1,1,0.7,0.6667,0.74,0.0,18,134,152,1
13772,15771,3,8,0,0,4,1,1,0.7,0.6667,0.74,0.0,8,55,63,1
13773,15772,3,8,1,0,4,1,1,0.68,0.6364,0.79,0.1045,6,36,42,1
13774,15773,3,8,2,0,4,1,1,0.66,0.6061,0.83,0.0896,3,8,11,1
13775,15774,3,8,3,0,4,1,1,0.66,0.6061,0.83,0.0,0,6,6,1
13776,15775,3,8,4,0,4,1,1,0.66,0.6061,0.83,0.0,0,9,9,1
13777,15776,3,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,4,37,41,1
13778,15777,3,8,6,0,4,1,1,0.66,0.6061,0.83,0.0,6,177,183,1
13779,15778,3,8,7,0,4,1,1,0.7,0.6667,0.79,0.0,21,452,473,1
13780,15779,3,8,8,0,4,1,1,0.72,0.697,0.74,0.1045,21,718,739,1
13781,15780,3,8,9,0,4,1,1,0.76,0.7273,0.66,0.1045,31,312,343,0
13782,15781,3,8,10,0,4,1,1,0.8,0.7576,0.55,0.0,51,130,181,0
13783,15782,3,8,11,0,4,1,1,0.82,0.7727,0.52,0.1045,59,167,226,0
13784,15783,3,8,12,0,4,1,1,0.84,0.7576,0.44,0.1343,56,230,286,0
13785,15784,3,8,13,0,4,1,1,0.86,0.7879,0.44,0.2239,98,212,310,0
13786,15785,3,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,54,171,225,0
13787,15786,3,8,15,0,4,1,1,0.78,0.7424,0.62,0.4627,68,202,270,0
13788,15787,3,8,16,0,4,1,1,0.82,0.7576,0.46,0.194,71,335,406,0
13789,15788,3,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,90,775,865,0
13790,15789,3,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,86,681,767,0
13791,15790,3,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,98,509,607,0
13792,15791,3,8,20,0,4,1,1,0.78,0.7576,0.66,0.0,51,376,427,0
13793,15792,3,8,21,0,4,1,1,0.76,0.7273,0.66,0.2239,41,301,342,0
13794,15793,3,8,22,0,4,1,1,0.74,0.697,0.7,0.194,35,227,262,0
13795,15794,3,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,25,152,177,0
13796,15795,3,8,0,0,5,1,1,0.72,0.6818,0.7,0.194,15,56,71,0
13797,15796,3,8,1,0,5,1,1,0.7,0.6667,0.74,0.194,11,32,43,1
13798,15797,3,8,2,0,5,1,1,0.68,0.6364,0.79,0.2239,0,14,14,1
13799,15798,3,8,3,0,5,1,1,0.68,0.6364,0.79,0.2239,1,5,6,1
13800,15799,3,8,4,0,5,1,1,0.66,0.6061,0.83,0.2537,1,11,12,1
13801,15800,3,8,5,0,5,1,1,0.66,0.6061,0.83,0.1642,2,35,37,1
13802,15801,3,8,6,0,5,1,1,0.66,0.6061,0.83,0.2239,5,158,163,1
13803,15802,3,8,7,0,5,1,1,0.7,0.6667,0.74,0.1045,25,396,421,1
13804,15803,3,8,8,0,5,1,1,0.72,0.6818,0.7,0.1343,32,636,668,0
13805,15804,3,8,9,0,5,1,2,0.74,0.697,0.66,0.1045,69,327,396,0
13806,15805,3,8,10,0,5,1,2,0.8,0.7424,0.52,0.194,82,167,249,0
13807,15806,3,8,11,0,5,1,2,0.84,0.7879,0.49,0.2836,77,186,263,0
13808,15807,3,8,12,0,5,1,2,0.86,0.8182,0.5,0.2985,95,243,338,0
13809,15808,3,8,13,0,5,1,2,0.86,0.803,0.47,0.2836,98,247,345,0
13810,15809,3,8,14,0,5,1,2,0.86,0.7879,0.44,0.2537,102,229,331,0
13811,15810,3,8,15,0,5,1,1,0.88,0.8182,0.42,0.2537,112,268,380,0
13812,15811,3,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380,492,0
13813,15812,3,8,17,0,5,1,2,0.84,0.803,0.53,0.2836,95,646,741,0
13814,15813,3,8,18,0,5,1,2,0.82,0.803,0.59,0.2537,98,573,671,0
13815,15814,3,8,19,0,5,1,2,0.8,0.7879,0.63,0.2239,81,388,469,0
13816,15815,3,8,20,0,5,1,2,0.78,0.7576,0.66,0.2239,89,300,389,0
13817,15816,3,8,21,0,5,1,2,0.76,0.7273,0.66,0.194,54,224,278,0
13818,15817,3,8,22,0,5,1,1,0.76,0.7273,0.7,0.2537,46,156,202,0
13819,15818,3,8,23,0,5,1,1,0.74,0.7121,0.79,0.1343,26,170,196,1
13820,15819,3,8,0,0,6,0,1,0.74,0.7121,0.79,0.1642,24,137,161,1
13821,15820,3,8,1,0,6,0,1,0.72,0.7121,0.84,0.194,23,99,122,1
13822,15821,3,8,2,0,6,0,1,0.72,0.7121,0.84,0.1343,20,64,84,1
13823,15822,3,8,3,0,6,0,1,0.72,0.7121,0.84,0.1343,11,19,30,1
13824,15823,3,8,4,0,6,0,1,0.72,0.697,0.79,0.194,2,11,13,1
13825,15824,3,8,5,0,6,0,1,0.7,0.6667,0.84,0.2239,1,16,17,1
13826,15825,3,8,6,0,6,0,1,0.7,0.6667,0.84,0.2239,12,37,49,1
13827,15826,3,8,7,0,6,0,1,0.72,0.697,0.77,0.1642,18,49,67,1
13828,15827,3,8,8,0,6,0,1,0.74,0.7273,0.72,0.194,49,132,181,0
13829,15828,3,8,9,0,6,0,1,0.78,0.7576,0.65,0.2239,61,217,278,0
13830,15829,3,8,10,0,6,0,1,0.82,0.7727,0.57,0.194,108,288,396,0
13831,15830,3,8,11,0,6,0,1,0.86,0.803,0.47,0.2537,155,315,470,0
13832,15831,3,8,12,0,6,0,1,0.86,0.7879,0.4,0.3582,222,325,547,0
13833,15832,3,8,13,0,6,0,1,0.88,0.8182,0.42,0.2985,195,332,527,0
13834,15833,3,8,14,0,6,0,1,0.88,0.803,0.4,0.3881,183,289,472,0
13835,15834,3,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,205,284,489,0
13836,15835,3,8,16,0,6,0,1,0.9,0.8182,0.39,0.2985,197,253,450,0
13837,15836,3,8,17,0,6,0,1,0.88,0.7879,0.37,0.2985,179,313,492,0
13838,15837,3,8,18,0,6,0,1,0.86,0.7879,0.41,0.3284,169,321,490,0
13839,15838,3,8,19,0,6,0,1,0.82,0.7727,0.52,0.3582,133,264,397,0
13840,15839,3,8,20,0,6,0,1,0.82,0.7727,0.52,0.2985,117,195,312,0
13841,15840,3,8,21,0,6,0,1,0.8,0.7727,0.59,0.2537,96,193,289,0
13842,15841,3,8,22,0,6,0,1,0.76,0.7273,0.66,0.2836,104,165,269,0
13843,15842,3,8,23,0,6,0,1,0.76,0.7273,0.66,0.2985,61,161,222,0
13844,15843,3,8,0,0,0,0,1,0.74,0.697,0.7,0.2836,32,121,153,0
13845,15844,3,8,1,0,0,0,1,0.74,0.697,0.7,0.2537,8,79,87,0
13846,15845,3,8,2,0,0,0,1,0.74,0.697,0.7,0.2985,5,68,73,0
13847,15846,3,8,3,0,0,0,1,0.72,0.697,0.74,0.2537,9,32,41,1
13848,15847,3,8,4,0,0,0,1,0.72,0.697,0.74,0.2537,3,11,14,1
13849,15848,3,8,5,0,0,0,1,0.72,0.697,0.74,0.2537,1,18,19,1
13850,15849,3,8,6,0,0,0,1,0.72,0.697,0.79,0.2537,7,12,19,1
13851,15850,3,8,7,0,0,0,1,0.74,0.7121,0.74,0.2985,18,50,68,0
13852,15851,3,8,8,0,0,0,1,0.76,0.7273,0.66,0.3284,27,81,108,0
13853,15852,3,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,61,168,229,0
13854,15853,3,8,10,0,0,0,1,0.8,0.7727,0.59,0.4179,111,253,364,0
13855,15854,3,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,155,282,437,0
13856,15855,3,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491,0
13857,15856,3,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,208,315,523,0
13858,15857,3,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365,526,0
13859,15858,3,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,164,286,450,0
13860,15859,3,8,16,0,0,0,1,0.82,0.7576,0.46,0.2537,143,278,421,0
13861,15860,3,8,17,0,0,0,1,0.82,0.7576,0.46,0.2537,122,260,382,0
13862,15861,3,8,18,0,0,0,3,0.7,0.6667,0.74,0.1343,75,154,229,1
13863,15862,3,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239,46,139,185,1
13864,15863,3,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,53,140,193,1
13865,15864,3,8,21,0,0,0,1,0.72,0.697,0.79,0.1045,51,157,208,1
13866,15865,3,8,22,0,0,0,1,0.72,0.697,0.79,0.0896,57,100,157,1
13867,15866,3,8,23,0,0,0,2,0.72,0.697,0.79,0.1642,29,58,87,1
13868,15867,3,8,0,0,1,1,2,0.72,0.697,0.79,0.0,9,24,33,1
13869,15868,3,8,1,0,1,1,1,0.72,0.697,0.79,0.0896,1,10,11,1
13870,15869,3,8,2,0,1,1,2,0.72,0.697,0.79,0.1343,0,5,5,1
13871,15870,3,8,3,0,1,1,3,0.72,0.697,0.79,0.0896,0,5,5,1
13872,15871,3,8,4,0,1,1,2,0.72,0.697,0.74,0.1343,3,8,11,1
13873,15872,3,8,5,0,1,1,1,0.7,0.6667,0.79,0.194,2,23,25,1
13874,15873,3,8,6,0,1,1,2,0.7,0.6667,0.79,0.2239,4,137,141,1
13875,15874,3,8,7,0,1,1,3,0.72,0.6818,0.7,0.194,14,393,407,0
